Ticket_Price,Runtime_Mins,Genre,Director_Fame,Review_Text,Sentiment
15.65,179,Drama,7,"It was okay, nothing special.",Neutral
19.73,140,Drama,2,"It was okay, nothing special.",Neutral
18.72,146,Comedy,9,Average popcorn flick.,Neutral
14.23,153,Comedy,3,Masterpiece of cinema.,Positive
18.92,80,Horror,2,Great acting and incredible plot.,Positive
19.54,131,Comedy,5,Worst movie I have ever seen in my life.,Negative
24.7,140,Action,2,Absolutely fantastic movie! Best I have seen.,Positive
13.43,115,Horror,1,A triumphant achievement.,Positive
18.71,135,Action,2,"Not great, not terrible.",Neutral
21.85,98,Comedy,4,Average popcorn flick.,Neutral
17.27,81,Drama,7,Average popcorn flick.,Neutral
16.92,101,Sci-Fi,5,"It was okay, nothing special.",Neutral
12.2,89,Sci-Fi,8,Absolutely fantastic movie! Best I have seen.,Positive
22.15,90,Comedy,8,Loved every second.,Positive
17.21,125,Sci-Fi,6,"It was fine, but a bit too long.",Neutral
14.5,135,Drama,3,Great acting and incredible plot.,Positive
10.04,166,Horror,9,Passable weekend watch.,Neutral
15.96,116,Horror,3,Boring and predictable garbage.,Negative
20.13,126,Horror,7,Absolutely fantastic movie! Best I have seen.,Positive
21.89,114,Horror,7,"It was fine, but a bit too long.",Neutral
16.53,163,Horror,4,Masterpiece of cinema.,Positive
24.38,107,Sci-Fi,1,Fell asleep halfway through.,Negative
16.3,162,Sci-Fi,8,Worst movie I have ever seen in my life.,Negative
17.45,133,Sci-Fi,4,Terrible waste of time.,Negative
19.44,111,Drama,6,Average popcorn flick.,Neutral
19.92,110,Sci-Fi,7,A triumphant achievement.,Positive
17.58,115,Horror,6,"Not great, not terrible.",Neutral
10.7,141,Comedy,8,Masterpiece of cinema.,Positive
23.84,151,Horror,4,Great acting and incredible plot.,Positive
12.11,120,Sci-Fi,6,Average popcorn flick.,Neutral
13.27,144,Sci-Fi,3,Absolutely fantastic movie! Best I have seen.,Positive
23.69,178,Sci-Fi,4,Terrible waste of time.,Negative
13.23,101,Drama,1,Loved every second.,Positive
17.11,164,Action,2,Worst movie I have ever seen in my life.,Negative
11.97,85,Horror,9,Fell asleep halfway through.,Negative
24.75,164,Comedy,5,Average popcorn flick.,Neutral
11.05,121,Drama,1,Terrible waste of time.,Negative
10.29,174,Comedy,10,Boring and predictable garbage.,Negative
23.31,156,Horror,1,Average popcorn flick.,Neutral
13.38,147,Action,8,Absolutely fantastic movie! Best I have seen.,Positive
24.18,110,Sci-Fi,6,Worst movie I have ever seen in my life.,Negative
12.07,126,Sci-Fi,6,Masterpiece of cinema.,Positive
11.4,127,Horror,4,A triumphant achievement.,Positive
